SN,Food（100 g）,Food（100 g）,Fiber， total dietary（单位：g）,Water（单位：g）,Protein（单位：g）,Sugars， total（单位：g）,Carbohydrate， by difference（单位：g）,Energy（单位：kcal）,Total lipid (fat)（单位：g）,Sodium， Na（单位：mg）,Potassium， K（单位：mg）,Zinc， Zn（单位：mg）,Iron， Fe（单位：mg）,Calcium， Ca（单位：mg）,Magnesium， Mg（单位：mg）,Phosphorus， P（单位：mg）,Vitamin D (D2 + D3)（单位：&micro;g）,Vitamin C， total ascorbic acid（单位：mg）,Vitamin B-6（单位：mg）,Vitamin A， RAE（单位：&micro;g）,Vitamin B-12（单位：&micro;g）,Folate， DFE（单位：&micro;g）,Niacin（单位：mg）,Riboflavin（单位：mg）,Thiamin（单位：mg）,Vitamin E (alpha-tocopherol)（单位：mg）,Vitamin K (phylloquinone)（单位：&micro;g）,Vitamin A， IU（单位：IU）,Vitamin D（单位：IU）,Cholesterol（单位：mg）,Fatty acids， total saturated（单位：g）,Fatty acids， total monounsaturated（单位：g）,Fatty acids， total trans（单位：g）,Fatty acids， total polyunsaturated（单位：g）,Caffeine（单位：mg）,URL,Category
15070,Fish， rockfish， Pacific， mixed species， raw,鱼，石斑鱼，太平洋，混种，生,0,79.08,18.36,0,0,90,1.34,74,386,0.36,0.3,14,27,205,3.8,0,0.21,4,1.39,9,2.393,0.187,0.023,0.36,0,15,151,50,0.347,0.385,0.02,0.401,0,http://ndb.nal.usda.gov/ndb/foods/show/4525,Finfish and Shellfish Products
15071,Fish， rockfish， Pacific， mixed species， cooked， dry heat,鱼，石斑鱼，太平洋，混种，熟，干热,0,74.67,22.23,0,0,109,1.62,89,467,0.43,0.36,17,33,248,4.6,0,0.241,5,1.59,10,2.897,0.226,0.027,0.44,0,16,183,61,0.42,0.466,0.025,0.485,0,http://ndb.nal.usda.gov/ndb/foods/show/4526,Finfish and Shellfish Products
15072,Fish， roe， mixed species， raw,鱼，鱼子，混种，生,0,67.73,22.32,0,1.5,143,6.42,91,221,1,0.6,22,20,402,12.1,16,0.16,90,10,80,1.8,0.74,0.24,7,0.2,299,484,374,1.456,1.661,n/a,2.656,0,http://ndb.nal.usda.gov/ndb/foods/show/4527,Finfish and Shellfish Products
15073,Fish， roughy， orange， raw,鱼，连鳍鲑，橙，生,0,75.67,16.41,0,0,76,0.7,72,167,0.23,1.01,9,17,107,n/a,0,0.052,21,0.38,26,1.53,0.045,0.031,1.2,0.7,70,n/a,60,0.015,0.239,n/a,0.109,0,http://ndb.nal.usda.gov/ndb/foods/show/4528,Finfish and Shellfish Products
15074,Fish， sablefish， raw,鱼，裸盖鱼，生,0,71.02,13.41,n/a,0,195,15.3,56,358,0.32,1.28,35,55,168,n/a,0,0.3,93,1.5,15,4,0.09,0.1,n/a,n/a,310,n/a,49,3.201,8.057,n/a,2.042,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4529,Finfish and Shellfish Products
15075,Fish， sablefish， smoked,鱼，裸盖鱼，烟熏,0,60.14,17.65,n/a,0,257,20.14,737,471,0.43,1.69,50,74,222,n/a,0,0.39,122,2,20,5.3,0.12,0.13,n/a,n/a,408,n/a,64,4.213,10.605,n/a,2.688,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4530,Finfish and Shellfish Products
15076,Fish， salmon， Atlantic， wild， raw,鱼，鲑鱼，大西洋，野，生,0,68.5,19.84,n/a,0,142,6.34,44,490,0.64,0.8,12,29,200,n/a,0,0.818,12,3.18,25,7.86,0.38,0.226,n/a,n/a,40,n/a,55,0.981,2.103,n/a,2.539,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4531,Finfish and Shellfish Products
15077,Fish， salmon， chinook， smoked,鱼，三文鱼，奇努克，熏,0,72,18.28,0,0,117,4.32,672,175,0.31,0.85,11,18,164,17.1,0,0.278,26,3.26,2,4.72,0.101,0.023,1.35,0.1,87,685,23,0.929,2.023,n/a,0.995,0,http://ndb.nal.usda.gov/ndb/foods/show/4532,Finfish and Shellfish Products
15078,Fish， salmon， chinook， raw,鱼，三文鱼，奇努克，生,0,71.64,19.93,0,0,179,10.43,47,394,0.44,0.25,26,95,289,n/a,4,0.4,136,1.3,30,8.42,0.113,0.054,1.22,n/a,453,n/a,50,3.1,4.399,n/a,2.799,0,http://ndb.nal.usda.gov/ndb/foods/show/4533,Finfish and Shellfish Products
15079,Fish， salmon， chum， raw,鱼，三文鱼，密友，原料,0,75.38,20.14,n/a,0,120,3.77,50,429,0.47,0.55,11,22,283,n/a,0,0.4,30,3,4,7,0.18,0.08,1.09,n/a,99,n/a,74,0.84,1.541,n/a,0.898,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4534,Finfish and Shellfish Products
15080,Fish， salmon， chum， canned， drained solids with bone,鱼，三文鱼，密友，罐头，排水的固体与骨,0,70.77,21.43,0,0,141,5.5,391,300,1,0.7,249,30,354,9.6,0,0.38,18,4.4,20,7,0.16,0.02,1.6,0.1,60,386,39,1.486,1.919,n/a,1.517,0,http://ndb.nal.usda.gov/ndb/foods/show/4535,Finfish and Shellfish Products
15081,Fish， salmon， coho， wild， raw,鱼，鲑鱼，银鲑，野，生,0,72.66,21.62,0,0,146,5.93,46,423,0.41,0.56,36,31,262,9,1,0.549,40,4.17,9,7.23,0.14,0.113,0.73,0.1,135,361,45,1.26,2.134,n/a,1.992,0,http://ndb.nal.usda.gov/ndb/foods/show/4536,Finfish and Shellfish Products
15082,Fish， salmon， coho， wild， cooked， moist heat,鱼，鲑鱼，银鲑，狂野，煮熟，湿热,0,65.39,27.36,n/a,0,184,7.5,53,455,0.52,0.71,46,35,298,n/a,1,0.556,32,4.48,9,7.779,0.159,0.115,n/a,n/a,108,n/a,57,1.595,2.702,n/a,2.521,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4537,Finfish and Shellfish Products
15083,Fish， salmon， pink， raw,鱼，鲑鱼，粉红色，生,0,75.52,20.5,0,0,127,4.4,75,366,0.39,0.38,7,27,261,10.9,0,0.611,35,4.15,4,7.995,0.105,0.08,0.4,0.4,117,435,46,0.81,1.348,0.034,0.811,0,http://ndb.nal.usda.gov/ndb/foods/show/4538,Finfish and Shellfish Products
15084,Fish， salmon， pink， canned， total can contents,鱼，鲑鱼，粉红色，罐头，总能内容,0,74.04,19.68,0,0,129,4.97,403,344,0.76,0.64,215,30,337,13.7,0,0.3,17,4.4,15,6.536,0.186,0.023,0.64,0.5,57,547,55,0.862,1.205,0.026,1.42,0,http://ndb.nal.usda.gov/ndb/foods/show/4539,Finfish and Shellfish Products
15085,Fish， salmon， sockeye， raw,鱼，鲑鱼，红大马哈鱼，生,0,73.15,21.31,0,0,142,5.61,112,343,0.42,0.42,10,30,266,11,0,0.612,58,5.95,8,8.138,0.118,0.18,0.95,0.1,193,441,53,1.182,1.863,0.028,1.945,0,http://ndb.nal.usda.gov/ndb/foods/show/4540,Finfish and Shellfish Products
15086,Fish， salmon， sockeye， cooked， dry heat,鱼，鲑鱼，红大马哈鱼，煮熟，干热,0,68,25.4,0,0,169,6.69,134,408,0.5,0.5,12,36,317,13.1,0,0.693,69,5.67,9,9.698,0.14,0.215,1.14,0.1,207,526,63,1.409,2.22,0.033,2.272,0,http://ndb.nal.usda.gov/ndb/foods/show/4541,Finfish and Shellfish Products
15087,Fish， salmon， sockeye， canned， drained solids,鱼，鲑鱼，红大马哈鱼，罐头，排水固体,0,68.07,23.59,0,0,167,7.39,408,314,0.84,0.65,232,31,338,21,0,0.119,55,5.5,4,7.621,0.212,0.032,2.07,0.1,184,841,79,1.44,2.494,0.04,1.783,0,http://ndb.nal.usda.gov/ndb/foods/show/4542,Finfish and Shellfish Products
15088,Fish， sardine， Atlantic， canned in oil， drained solids with bone,鱼，沙丁鱼，大西洋，罐头中石油，排水的固体与骨,0,59.61,24.62,0,0,208,11.45,307,397,1.31,2.92,382,39,490,4.8,0,0.167,32,8.94,10,5.245,0.227,0.08,2.04,2.6,108,193,142,1.528,3.869,n/a,5.148,0,http://ndb.nal.usda.gov/ndb/foods/show/4543,Finfish and Shellfish Products
15089,Fish， sardine， Pacific， canned in tomato sauce， drained solids with bone,鱼，沙丁鱼，太平洋，罐装番茄酱，排水固体骨,0.1,66.86,20.86,0.43,0.54,185,10.45,414,341,1.4,2.3,240,34,366,4.8,1,0.123,34,9,24,4.2,0.233,0.044,1.38,0.4,151,193,61,2.684,4.818,n/a,2.111,0,http://ndb.nal.usda.gov/ndb/foods/show/4544,Finfish and Shellfish Products
15090,Fish， scup， raw,鱼，SCUP，生,0,75.37,18.88,0,0,105,2.73,42,287,0.48,0.53,40,23,185,1.2,0,0.3,27,1.4,15,4.1,0.1,0.11,0.5,0.1,90,47,52,0.64,0.56,n/a,1.03,0,http://ndb.nal.usda.gov/ndb/foods/show/4545,Finfish and Shellfish Products
15091,Fish， sea bass， mixed species， raw,鱼，鲈鱼，混种，生,0,78.27,18.43,0,0,97,2,68,256,0.4,0.29,10,41,194,5.6,0,0.4,46,0.3,5,1.6,0.12,0.11,0.84,0.1,154,226,41,0.511,0.424,n/a,0.743,0,http://ndb.nal.usda.gov/ndb/foods/show/4546,Finfish and Shellfish Products
15092,Fish， sea bass， mixed species， cooked， dry heat,鱼，鲈鱼，混种，熟，干热,0,72.14,23.63,n/a,0,124,2.56,87,328,0.52,0.37,13,53,248,n/a,0,0.46,64,0.3,6,1.9,0.15,0.13,n/a,n/a,213,n/a,53,0.655,0.544,n/a,0.953,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4547,Finfish and Shellfish Products
15093,Fish， seatrout， mixed species， raw,鱼，seatrout，混种，生,0,78.09,16.74,n/a,0,104,3.61,58,341,0.45,0.27,17,31,250,n/a,0,0.4,30,3,5,2.4,0.17,0.06,n/a,n/a,100,n/a,83,1.009,0.884,n/a,0.725,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4548,Finfish and Shellfish Products
15094,Fish， shad， american， raw,鱼，鲥鱼，美国，生,0,68.19,16.93,0,0,197,13.77,51,384,0.37,0.97,47,30,272,4.8,0,0.4,32,0.15,15,8.4,0.24,0.15,1.22,0.1,106,190,75,3.126,5.724,n/a,3.268,0,http://ndb.nal.usda.gov/ndb/foods/show/4549,Finfish and Shellfish Products
15095,Fish， shark， mixed species， raw,鱼，鲨鱼，混种，生,0,73.58,20.98,0,0,130,4.51,79,160,0.43,0.84,34,49,210,0.6,0,0.4,70,1.49,3,2.938,0.062,0.042,1,0.1,233,24,51,0.925,1.808,n/a,1.195,0,http://ndb.nal.usda.gov/ndb/foods/show/4550,Finfish and Shellfish Products
15096,Fish， shark， mixed species， cooked， batter-dipped and fried,鱼，鲨鱼，混种，煮熟，连击浸炸,0,60.09,18.62,n/a,6.39,228,13.82,122,155,0.48,1.11,50,43,194,n/a,0,0.3,54,1.21,22,2.783,0.097,0.072,n/a,n/a,180,n/a,59,3.205,5.935,n/a,3.701,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4551,Finfish and Shellfish Products
15097,Fish， sheepshead， raw,鱼，羊头，生,0,77.97,20.21,n/a,0,108,2.41,71,404,0.39,0.46,21,32,313,n/a,0,0.3,30,2,15,1.5,0.04,0.01,n/a,n/a,100,n/a,50,0.609,0.728,n/a,0.518,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4552,Finfish and Shellfish Products
15098,Fish， sheepshead， cooked， dry heat,鱼，羊头，煮熟，干热,0,69.04,26.02,n/a,0,126,1.63,73,512,0.63,0.67,37,35,350,n/a,0,0.35,35,2.3,17,1.8,0.05,0.01,n/a,n/a,115,n/a,64,0.36,0.35,n/a,0.382,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4553,Finfish and Shellfish Products
15099,Fish， smelt， rainbow， raw,鱼，胡瓜鱼，彩虹，生,0,78.77,17.63,0,0,97,2.42,60,290,1.65,0.9,60,30,230,0.8,0,0.15,15,3.44,4,1.45,0.12,0.01,0.5,0.1,50,31,70,0.452,0.641,n/a,0.885,0,http://ndb.nal.usda.gov/ndb/foods/show/4554,Finfish and Shellfish Products
15100,Fish， smelt， rainbow， cooked， dry heat,鱼，胡瓜鱼，彩虹，煮熟，干热,0,72.79,22.6,n/a,0,124,3.1,77,372,2.12,1.15,77,38,295,n/a,0,0.17,17,3.97,5,1.766,0.146,0.01,n/a,n/a,58,n/a,90,0.579,0.822,n/a,1.135,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4555,Finfish and Shellfish Products
15101,Fish， snapper， mixed species， raw,鱼，鲷鱼，混种，生,0,76.87,20.51,0,0,100,1.34,64,417,0.36,0.18,32,32,198,10.2,1.6,0.4,32,3,5,0.284,0.003,0.046,0.96,0.1,106,408,37,0.285,0.251,n/a,0.459,0,http://ndb.nal.usda.gov/ndb/foods/show/4556,Finfish and Shellfish Products
15102,Fish， snapper， mixed species， cooked， dry heat,鱼，鲷鱼，混种，熟，干热,0,70.35,26.3,n/a,0,128,1.72,57,522,0.44,0.24,40,37,201,n/a,1.6,0.46,35,3.5,6,0.346,0.004,0.053,n/a,n/a,115,n/a,47,0.365,0.322,n/a,0.588,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4557,Finfish and Shellfish Products
15103,Fish， spot， raw,鱼，斑，生,0,75.95,18.51,n/a,0,123,4.9,29,496,0.51,0.32,14,42,186,n/a,0,0.4,30,3,5,7,0.22,0.16,n/a,n/a,100,n/a,60,1.45,1.33,n/a,1.09,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4558,Finfish and Shellfish Products
15104,Fish， sturgeon， mixed species， raw,鱼，鲟鱼，混种，生,0,76.55,16.14,0,0,105,4.04,54,284,0.42,0.7,13,35,211,10.3,0,0.2,210,2.2,15,8.3,0.07,0.07,0.5,0.1,700,412,60,0.915,1.939,n/a,0.69,0,http://ndb.nal.usda.gov/ndb/foods/show/4559,Finfish and Shellfish Products
15105,Fish， sturgeon， mixed species， cooked， dry heat,鱼，鲟鱼，混种，熟，干热,0,69.94,20.7,0,0,135,5.18,69,364,0.54,0.9,17,45,271,12.9,0,0.23,263,2.5,17,10.1,0.09,0.08,0.63,0.1,875,515,77,1.173,2.486,n/a,0.885,0,http://ndb.nal.usda.gov/ndb/foods/show/4560,Finfish and Shellfish Products
15106,Fish， sturgeon， mixed species， smoked,鱼，鲟鱼，混种，熏,0,62.5,31.2,0,0,173,4.4,739,379,0.56,0.93,17,47,281,16.1,0,0.27,280,2.9,20,11.1,0.09,0.09,0.5,0.1,933,642,80,1.037,2.356,n/a,0.436,0,http://ndb.nal.usda.gov/ndb/foods/show/4561,Finfish and Shellfish Products
15107,Fish， sucker， white， raw,鱼，吸盘，白，生,0,79.71,16.76,n/a,0,92,2.32,40,380,0.75,1.3,70,30,210,n/a,0,0.2,51,2,15,1.2,0.07,0.01,n/a,n/a,170,n/a,41,0.452,0.706,n/a,0.807,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4562,Finfish and Shellfish Products
15108,Fish， sunfish， pumpkin seed， raw,鱼，翻车鱼，南瓜子，生,0,79.5,19.4,n/a,0,89,0.7,80,350,1.55,1.2,80,30,180,n/a,1,0.12,15,2,15,1.2,0.07,0.08,n/a,n/a,50,n/a,67,0.139,0.117,n/a,0.246,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4563,Finfish and Shellfish Products
15109,Fish， surimi,鱼，鱼糜,0,76.34,15.18,0,6.85,99,0.9,143,112,0.33,0.26,9,43,282,n/a,0,0.03,20,1.6,2,0.22,0.021,0.02,0.63,0.1,67,n/a,30,0.191,0.149,n/a,0.443,0,http://ndb.nal.usda.gov/ndb/foods/show/4564,Finfish and Shellfish Products
15110,Fish， swordfish， raw,鱼，旗鱼，生,0,73.38,19.66,0,0,144,6.65,81,418,0.66,0.38,5,29,255,13.9,0,0.543,36,1.7,2,7.76,0.053,0.075,2.02,0.1,120,558,66,1.602,2.971,0.047,1.147,0,http://ndb.nal.usda.gov/ndb/foods/show/4565,Finfish and Shellfish Products
15111,Fish， swordfish， cooked， dry heat,鱼，旗鱼，煮熟，干热,0,68.26,23.45,0,0,172,7.93,97,499,0.78,0.45,6,35,304,16.6,0,0.615,43,1.62,2,9.254,0.063,0.089,2.41,0.1,129,666,78,1.911,3.544,0.056,1.368,0,http://ndb.nal.usda.gov/ndb/foods/show/4566,Finfish and Shellfish Products
15112,Fish， tilefish， raw,鱼，方头鱼，原料,0,78.9,17.5,n/a,0,96,2.31,53,433,0.37,0.25,26,28,187,n/a,0,0.26,18,2.2,15,2.9,0.16,0.12,n/a,n/a,60,n/a,50,0.441,0.571,n/a,0.599,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4567,Finfish and Shellfish Products
15113,Fish， tilefish， cooked， dry heat,鱼，方头鱼，煮熟，干热,0,70.24,24.49,n/a,0,147,4.69,59,512,0.53,0.31,26,33,236,n/a,0,0.3,21,2.5,17,3.5,0.19,0.14,n/a,n/a,69,n/a,64,0.868,1.332,n/a,1.246,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4568,Finfish and Shellfish Products
15114,Fish， trout， mixed species， raw,鱼，鳟鱼，混种，生,0,71.42,20.77,0,0,148,6.61,52,361,0.66,1.5,43,22,245,3.9,0.5,0.2,17,7.79,13,4.5,0.33,0.35,0.2,0.1,57,155,58,1.149,3.254,n/a,1.499,0,http://ndb.nal.usda.gov/ndb/foods/show/4569,Finfish and Shellfish Products
15115,Fish， trout， rainbow， wild， raw,鱼，鳟鱼，彩虹，野，生,0,71.87,20.48,n/a,0,119,3.46,31,481,1.08,0.7,67,31,271,n/a,2.4,0.406,19,4.45,12,5.384,0.105,0.123,n/a,n/a,62,n/a,59,0.722,1.129,n/a,1.237,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4570,Finfish and Shellfish Products
15116,Fish， trout， rainbow， wild， cooked， dry heat,鱼，鳟鱼，彩虹，狂野，煮熟，干热,0,70.5,22.92,n/a,0,150,5.82,56,448,0.51,0.38,86,31,269,n/a,2,0.346,15,6.3,19,5.77,0.097,0.152,n/a,n/a,50,n/a,69,1.619,1.746,n/a,1.831,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4571,Finfish and Shellfish Products
15117,Fish， tuna， fresh， bluefin， raw,鱼，鲔鱼，新鲜，蓝鳍金枪鱼，生,0,68.09,23.33,0,0,144,4.9,39,252,0.6,1.02,8,50,254,5.7,0,0.455,655,9.43,2,8.654,0.251,0.241,1,0,2183,227,38,1.257,1.6,n/a,1.433,0,http://ndb.nal.usda.gov/ndb/foods/show/4572,Finfish and Shellfish Products
15118,Fish， tuna， fresh， bluefin， cooked， dry heat,鱼，鲔鱼，新鲜，蓝鳍金枪鱼，煮熟，干热,0,59.09,29.91,n/a,0,184,6.28,50,323,0.77,1.31,10,64,326,n/a,0,0.525,757,10.88,2,10.54,0.306,0.278,n/a,n/a,2520,n/a,49,1.612,2.053,n/a,1.844,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4573,Finfish and Shellfish Products
15119,Fish， tuna， light， canned in oil， drained solids,鱼，鲔鱼，光，罐装油，排出物,0,59.83,29.13,0,0,198,8.21,416,207,0.9,1.39,13,31,311,6.7,0,0.11,23,2.2,5,12.4,0.12,0.038,0.87,44,77,269,18,1.534,2.949,n/a,2.885,0,http://ndb.nal.usda.gov/ndb/foods/show/4574,Finfish and Shellfish Products
15121,Fish， tuna， light， canned in water， drained solids,鱼，鲔鱼，光，罐装水，固体物倒掉,0,78.14,19.44,0,0,86,0.96,247,179,0.69,1.63,17,23,139,1.2,0,0.319,17,2.55,4,10.136,0.084,0.03,0.33,0.2,57,47,36,0.211,0.107,0.002,0.277,0,http://ndb.nal.usda.gov/ndb/foods/show/4575,Finfish and Shellfish Products
15123,Fish， tuna， fresh， skipjack， raw,鱼，鲔鱼，新鲜，鲣鱼，生,0,70.58,22,n/a,0,103,1.01,37,407,0.82,1.25,29,34,222,n/a,1,0.85,16,1.9,9,15.4,0.1,0.033,n/a,n/a,52,n/a,47,0.328,0.19,n/a,0.315,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4576,Finfish and Shellfish Products
15124,Fish， tuna， white， canned in oil， drained solids,鱼，金枪鱼，白，罐装油，排出物,0,64.02,26.53,0,0,186,8.08,396,333,0.47,0.65,4,34,267,n/a,0,0.43,5,2.2,5,11.698,0.079,0.017,2.3,6.9,16,n/a,31,1.28,3.262,n/a,2.972,0,http://ndb.nal.usda.gov/ndb/foods/show/4577,Finfish and Shellfish Products
15126,Fish， tuna， white， canned in water， drained solids,鱼，金枪鱼，白，罐装水，固体物倒掉,0,73.19,23.62,0,0,128,2.97,377,237,0.48,0.97,14,33,217,2,0,0.217,6,1.17,2,5.799,0.044,0.008,0.85,2.5,20,80,42,0.792,0.784,n/a,1.109,0,http://ndb.nal.usda.gov/ndb/foods/show/4578,Finfish and Shellfish Products
15127,Fish， tuna， fresh， yellowfin， raw,鱼，鲔鱼，新鲜，黄，生,0,74.03,24.4,0,0,109,0.49,45,441,0.37,0.77,4,35,278,1.7,0,0.933,18,2.08,2,18.475,0.115,0.118,0.24,0.1,60,69,39,0.172,0.116,0.016,0.147,0,http://ndb.nal.usda.gov/ndb/foods/show/4579,Finfish and Shellfish Products
15128,Fish， tuna salad,鱼，金枪鱼沙拉,0,63.16,16.04,n/a,9.41,187,9.26,402,178,0.56,1,17,19,178,n/a,2.2,0.081,24,1.2,8,6.7,0.07,0.031,n/a,n/a,97,n/a,13,1.544,2.887,n/a,4.122,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4580,Finfish and Shellfish Products
15129,Fish， turbot， european， raw,鱼，大菱鲆，欧洲，原料,0,76.95,16.05,n/a,0,95,2.95,150,238,0.22,0.36,18,51,129,n/a,1.7,0.21,11,2.2,8,2.2,0.08,0.066,n/a,n/a,35,n/a,48,0.75,0.61,n/a,0.88,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4581,Finfish and Shellfish Products
15130,Fish， whitefish， mixed species， raw,鱼，白鲑，混种，生,0,72.77,19.09,0,0,134,5.86,51,317,0.99,0.37,26,33,270,12,0,0.3,36,1,15,3,0.12,0.14,0.2,0.1,120,478,60,0.906,1.996,n/a,2.149,0,http://ndb.nal.usda.gov/ndb/foods/show/4582,Finfish and Shellfish Products
15131,Fish， whitefish， mixed species， smoked,鱼，白鲑，混种，熏,0,70.83,23.4,0,0,108,0.93,1019,423,0.49,0.5,18,23,132,12.8,0,0.389,57,3.26,7,2.4,0.101,0.032,0.21,0.1,190,512,33,0.228,0.278,n/a,0.293,0,http://ndb.nal.usda.gov/ndb/foods/show/4583,Finfish and Shellfish Products
15132,Fish， whiting， mixed species， raw,鱼，鳕鱼，混种，生,0,80.27,18.31,0,0,90,1.31,72,249,0.88,0.34,48,21,222,1.4,0,0.156,30,2.3,13,1.3,0.046,0.056,0.3,0.1,100,57,67,0.247,0.279,n/a,0.422,0,http://ndb.nal.usda.gov/ndb/foods/show/4584,Finfish and Shellfish Products
15133,Fish， whiting， mixed species， cooked， dry heat,鱼，鳕鱼，混种，熟，干热,0,74.71,23.48,0,0,116,1.69,132,434,0.53,0.42,62,27,285,1.8,0,0.18,38,2.6,15,1.67,0.06,0.068,0.38,0.1,128,73,84,0.4,0.445,n/a,0.587,0,http://ndb.nal.usda.gov/ndb/foods/show/4585,Finfish and Shellfish Products
15134,Fish， wolffish， Atlantic， raw,鱼，狼鱼，大西洋，原料,0,79.9,17.5,n/a,0,96,2.39,85,300,0.78,0.09,6,30,200,n/a,0,0.4,113,2.03,5,2.133,0.08,0.18,n/a,n/a,375,n/a,46,0.365,0.837,n/a,0.845,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4586,Finfish and Shellfish Products
15135,Fish， yellowtail， mixed species， raw,鱼，黄，混种，生,0,74.52,23.14,n/a,0,146,5.24,39,420,0.52,0.49,23,30,157,n/a,2.8,0.16,29,1.3,4,6.8,0.04,0.144,n/a,0.1,95,n/a,55,1.28,1.99,n/a,1.42,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4587,Finfish and Shellfish Products
15136,Crustaceans， crab， alaska king， raw,甲壳类动物，蟹，阿拉斯加王，生,0,79.57,18.29,n/a,0,84,0.6,836,204,5.95,0.59,46,49,219,n/a,7,0.15,7,9,44,1.1,0.043,0.043,n/a,n/a,24,n/a,42,0.09,0.08,n/a,0.13,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4588,Finfish and Shellfish Products
15137,Crustaceans， crab， alaska king， cooked， moist heat,甲壳类动物，蟹，阿拉斯加王，煮熟，湿热,0,77.55,19.35,n/a,0,97,1.54,1072,262,7.62,0.76,59,63,280,n/a,7.6,0.18,9,11.5,51,1.34,0.055,0.053,n/a,n/a,29,n/a,53,0.133,0.185,n/a,0.536,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4589,Finfish and Shellfish Products
15138,Crustaceans， crab， alaska king， imitation， made from surimi,甲壳类动物，蟹，阿拉斯加王，模仿，从制作鱼糜,0.5,74.66,7.62,6.25,15,95,0.46,529,90,0.33,0.39,13,43,282,0,0,0.13,0,0.57,0,0.62,0.08,0.03,0.17,0.4,0,0,20,0.216,0.275,n/a,0.143,0,http://ndb.nal.usda.gov/ndb/foods/show/4590,Finfish and Shellfish Products
15139,Crustaceans， crab， blue， raw,甲壳类动物，蟹，蓝，生,0,79.02,18.06,n/a,0.04,87,1.08,293,329,3.54,0.74,89,34,229,n/a,3,0.15,2,9,44,2.7,0.04,0.08,n/a,n/a,5,n/a,78,0.222,0.192,n/a,0.387,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4591,Finfish and Shellfish Products
15140,Crustaceans， crab， blue， cooked， moist heat,甲壳类动物，蟹，蓝，煮熟，湿热,0,79.69,17.88,0,0,83,0.74,395,259,3.81,0.5,91,36,234,0,3.3,0.156,1,3.33,51,2.747,0.093,0.023,1.84,0.3,2,0,97,0.201,0.129,0.014,0.258,0,http://ndb.nal.usda.gov/ndb/foods/show/4592,Finfish and Shellfish Products
15141,Crustaceans， crab， blue， canned,甲壳类动物，蟹，蓝，罐头,0,79.69,17.88,0,0,83,0.74,563,259,3.81,0.5,91,36,234,0,3.3,0.156,1,3.33,51,2.747,0.093,0.023,1.84,0.3,2,0,97,0.201,0.129,0.014,0.258,0,http://ndb.nal.usda.gov/ndb/foods/show/4593,Finfish and Shellfish Products
15142,Crustaceans， crab， blue， crab cakes， home recipe,甲壳类动物，蟹，蓝，蟹饼，家里的食谱,0,71,20.21,n/a,0.48,155,7.52,330,324,4.09,1.08,105,33,213,n/a,2.8,0.17,57,5.94,61,2.9,0.08,0.09,n/a,n/a,252,n/a,150,1.483,2.815,n/a,2.273,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4594,Finfish and Shellfish Products
15143,Crustaceans， crab， dungeness， raw,甲壳类动物，蟹，珍宝，生,0,79.18,17.41,n/a,0.74,86,0.97,295,354,4.27,0.37,46,45,182,n/a,3.5,0.15,27,9,44,3.14,0.167,0.047,n/a,n/a,90,n/a,59,0.132,0.167,n/a,0.317,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4595,Finfish and Shellfish Products
15144,Crustaceans， crab， queen， raw,甲壳类动物，蟹，皇后，生,0,80.58,18.5,n/a,0,90,1.18,539,173,2.8,2.5,26,49,133,n/a,7,0.15,45,9,44,2.5,0.2,0.08,n/a,n/a,150,n/a,55,0.143,0.256,n/a,0.422,n/a,http://ndb.nal.usda.gov/ndb/foods/show/4596,Finfish and Shellfish Products
15145,Crustaceans， crayfish， mixed species， wild， raw,甲壳动物，小龙虾，混种，野生，原,0,82.24,15.97,0,0,77,0.95,58,302,1.3,0.84,27,27,256,0,1.2,0.108,16,2,37,2.208,0.032,0.07,2.85,0.1,53,0,114,0.159,0.174,n/a,0.293,0,http://ndb.nal.usda.gov/ndb/foods/show/4597,Finfish and Shellfish Products
